ID,questionnaire,order,condition,score,statement,truthfulness,accent,speaker_sex,statement_guess,L1
1,F1,1,1,82,4,notknown,Italian,f,guessed,French
2,F1,1,1,81,4,notknown,Italian,f,guessed,French
3,F1,1,1,81,4,notknown,Italian,f,guessed,French
4,F1,1,1,87,4,notknown,Italian,f,guessed,French
5,F1,1,1,100,4,notknown,Italian,f,guessed,French
6,F1,1,1,55,4,notknown,Italian,f,guessed,French
7,F1,1,1,47,4,notknown,Italian,f,guessed,French
8,F1,1,1,76,4,notknown,Italian,f,guessed,French
9,F1,1,1,100,4,notknown,Italian,f,guessed,French
10,F1,1,1,80,4,notknown,Italian,f,guessed,French
12,F1,1,1,92,4,notknown,Italian,f,guessed,French
13,F1,1,1,78,4,notknown,Italian,f,guessed,French
14,F1,1,1,61,4,notknown,Italian,f,guessed,French
15,F1,1,1,51,4,notknown,Italian,f,guessed,French
16,F1,1,1,10,4,notknown,Italian,f,guessed,French
17,F1,1,1,69,4,notknown,Italian,f,guessed,French
19,F1,1,1,87,4,notknown,Italian,f,guessed,French
20,F1,1,1,18,4,notknown,Italian,f,guessed,French
21,F1,1,1,100,4,known_true,Italian,f,known,French
22,F1,1,1,90,4,notknown,Italian,f,guessed,French
23,F1,1,1,26,4,notknown,Italian,f,guessed,French
24,F1,1,1,75,4,notknown,Italian,f,guessed,French
25,F1,1,1,24,4,notknown,Italian,f,guessed,French
26,F1,1,1,100,4,notknown,Italian,f,guessed,French
27,F1,1,1,93,4,notknown,Italian,f,guessed,French
28,F1,1,1,56,4,notknown,Italian,f,guessed,French
29,F1,1,1,50,4,notknown,Italian,f,guessed,French
30,F1,1,1,31,4,notknown,Italian,f,guessed,French
31,F1,1,1,21,4,notknown,Italian,f,guessed,French
32,F1,1,1,100,4,notknown,Italian,f,guessed,French
33,F1,1,1,0,4,notknown,Italian,f,guessed,French
34,F2,1,2,25,4,notknown,English,f,guessed,French
35,F2,1,2,100,4,notknown,English,f,guessed,French
36,F2,1,2,24,4,notknown,English,f,guessed,French
37,F2,1,2,20,4,notknown,English,f,guessed,French
39,F2,1,2,100,4,notknown,English,f,guessed,French
40,F2,1,2,100,4,notknown,English,f,guessed,French
41,F2,1,2,80,4,notknown,English,f,guessed,French
42,F2,1,2,21,4,notknown,English,f,guessed,French
43,F2,1,2,97,4,notknown,English,f,guessed,French
44,F2,1,2,55,4,notknown,English,f,guessed,French
45,F2,1,2,69,4,notknown,English,f,guessed,French
46,F2,1,2,100,4,known_true,English,f,known,French
47,F2,1,2,11,4,notknown,English,f,guessed,French
48,F2,1,2,70,4,notknown,English,f,guessed,French
49,F2,1,2,80,4,notknown,English,f,guessed,French
50,F2,1,2,100,4,known_true,English,f,known,French
51,F2,1,2,100,4,known_true,English,f,known,French
52,F2,1,2,100,4,notknown,English,f,guessed,French
53,F2,1,2,47,4,notknown,English,f,guessed,French
54,F2,1,2,14,4,notknown,English,f,guessed,French
55,F2,1,2,14,4,notknown,English,f,guessed,French
56,F3,1,3,0,4,notknown,French,f,guessed,French
57,F3,1,3,100,4,notknown,French,f,guessed,French
58,F3,1,3,2,4,notknown,French,f,guessed,French
59,F3,1,3,63,4,notknown,French,f,guessed,French
60,F3,1,3,92,4,notknown,French,f,guessed,French
61,F3,1,3,81,4,notknown,French,f,guessed,French
62,F3,1,3,82,4,notknown,French,f,guessed,French
63,F3,1,3,25,4,notknown,French,f,guessed,French
65,F3,1,3,68,4,notknown,French,f,guessed,French
66,F3,1,3,0,4,notknown,French,f,guessed,French
69,F3,1,3,0,4,notknown,French,f,guessed,French
70,F3,1,3,100,4,known_true,French,f,known,French
71,F3,1,3,71,4,notknown,French,f,guessed,French
72,F3,1,3,100,4,known_true,French,f,known,French
73,F3,1,3,86,4,notknown,French,f,guessed,French
75,F3,1,3,45,4,notknown,French,f,guessed,French
76,F3,1,3,74,4,notknown,French,f,guessed,French
78,F3,1,3,100,4,notknown,French,f,guessed,French
79,F3,1,3,88,4,known_true,French,f,known,French
80,F3,1,3,75,4,notknown,French,f,guessed,French
81,F3,1,3,21,4,notknown,French,f,guessed,French
82,F3,1,3,76,4,notknown,French,f,guessed,French
83,F3,1,3,88,4,notknown,French,f,guessed,French
84,F3,1,3,100,4,notknown,French,f,guessed,French
86,F4,1,4,94,4,notknown,German,f,guessed,French
88,F4,1,4,71,4,notknown,German,f,guessed,French
89,F4,1,4,100,4,notknown,German,f,guessed,French
90,F4,1,4,71,4,notknown,German,f,guessed,French
92,F4,1,4,71,4,notknown,German,f,guessed,French
93,F4,1,4,0,4,known_false,German,f,known,French
94,F4,1,4,70,4,notknown,German,f,guessed,French
95,F4,1,4,61,4,notknown,German,f,guessed,French
96,F4,1,4,7,4,notknown,German,f,guessed,French
97,F4,1,4,50,4,notknown,German,f,guessed,French
98,F4,1,4,0,4,notknown,German,f,guessed,French
99,F4,1,4,19,4,notknown,German,f,guessed,French
100,F4,1,4,0,4,notknown,German,f,guessed,French
101,F4,1,4,62,4,notknown,German,f,guessed,French
102,F4,1,4,100,4,known_true,German,f,known,French
103,F4,1,4,39,4,notknown,German,f,guessed,French
104,F4,1,4,100,4,notknown,German,f,guessed,French
105,F4,1,4,23,4,notknown,German,f,guessed,French
106,F4,1,4,85,4,notknown,German,f,guessed,French
107,F4,1,4,91,4,notknown,German,f,guessed,French
108,F4,1,4,63,4,notknown,German,f,guessed,French
109,F4,1,4,100,4,notknown,German,f,guessed,French
110,F4,1,4,0,4,known_false,German,f,known,French
111,F5,2,1,100,4,notknown,Italian,f,guessed,French
112,F5,2,1,26,4,notknown,Italian,f,guessed,French
113,F5,2,1,100,4,notknown,Italian,f,guessed,French
114,F5,2,1,79,4,notknown,Italian,f,guessed,French
115,F5,2,1,89,4,notknown,Italian,f,guessed,French
117,F5,2,1,100,4,notknown,Italian,f,guessed,French
118,F5,2,1,23,4,notknown,Italian,f,guessed,French
121,F5,2,1,86,4,notknown,Italian,f,guessed,French
122,F5,2,1,100,4,notknown,Italian,f,guessed,French
123,F5,2,1,60,4,notknown,Italian,f,guessed,French
124,F5,2,1,0,4,known_false,Italian,f,known,French
125,F5,2,1,100,4,notknown,Italian,f,guessed,French
126,F5,2,1,88,4,notknown,Italian,f,guessed,French
127,F5,2,1,55,4,notknown,Italian,f,guessed,French
128,F5,2,1,0,4,notknown,Italian,f,guessed,French
129,F5,2,1,71,4,notknown,Italian,f,guessed,French
130,F5,2,1,27,4,notknown,Italian,f,guessed,French
131,F5,2,1,0,4,notknown,Italian,f,guessed,French
132,F5,2,1,75,4,notknown,Italian,f,guessed,French
133,F5,2,1,0,4,known_false,Italian,f,known,French
134,F5,2,1,81,4,notknown,Italian,f,guessed,French
135,F6,2,2,53,4,notknown,English,f,guessed,French
137,F6,2,2,10,4,notknown,English,f,guessed,French
138,F6,2,2,67,4,notknown,English,f,guessed,French
139,F6,2,2,78,4,notknown,English,f,guessed,French
140,F6,2,2,10,4,notknown,English,f,guessed,French
141,F6,2,2,100,4,notknown,English,f,guessed,French
142,F6,2,2,44,4,notknown,English,f,guessed,French
143,F6,2,2,82,4,notknown,English,f,guessed,French
144,F6,2,2,100,4,known_true,English,f,known,French
145,F6,2,2,66,4,notknown,English,f,guessed,French
146,F6,2,2,82,4,notknown,English,f,guessed,French
148,F6,2,2,40,4,notknown,English,f,guessed,French
149,F6,2,2,98,4,notknown,English,f,guessed,French
150,F6,2,2,100,4,notknown,English,f,guessed,French
151,F6,2,2,52,4,notknown,English,f,guessed,French
152,F6,2,2,73,4,notknown,English,f,guessed,French
153,F6,2,2,100,4,notknown,English,f,guessed,French
154,F6,2,2,30,4,notknown,English,f,guessed,French
155,F6,2,2,0,4,notknown,English,f,guessed,French
156,F6,2,2,0,4,notknown,English,f,guessed,French
157,F6,2,2,71,4,notknown,English,f,guessed,French
158,F6,2,2,5,4,notknown,English,f,guessed,French
159,F6,2,2,96,4,known_true,English,f,known,French
160,F6,2,2,100,4,notknown,English,f,guessed,French
161,F6,2,2,22,4,notknown,English,f,guessed,French
162,F6,2,2,19,4,notknown,English,f,guessed,French
163,F6,2,2,51,4,notknown,English,f,guessed,French
164,F6,2,2,81,4,notknown,English,f,guessed,French
165,F7,2,3,100,4,known_true,French,f,known,French
166,F7,2,3,78,4,notknown,French,f,guessed,French
167,F7,2,3,93,4,notknown,French,f,guessed,French
168,F7,2,3,100,4,notknown,French,f,guessed,French
169,F7,2,3,100,4,notknown,French,f,guessed,French
170,F7,2,3,10,4,notknown,French,f,guessed,French
171,F7,2,3,86,4,known_true,French,f,known,French
172,F7,2,3,70,4,notknown,French,f,guessed,French
173,F7,2,3,21,4,notknown,French,f,guessed,French
176,F7,2,3,25,4,notknown,French,f,guessed,French
177,F7,2,3,18,4,notknown,French,f,guessed,French
178,F7,2,3,0,4,notknown,French,f,guessed,French
179,F7,2,3,93,4,notknown,French,f,guessed,French
180,F7,2,3,34,4,notknown,French,f,guessed,French
181,F7,2,3,72,4,notknown,French,f,guessed,French
182,F7,2,3,64,4,notknown,French,f,guessed,French
183,F7,2,3,96,4,known_true,French,f,known,French
184,F7,2,3,30,4,notknown,French,f,guessed,French
185,F7,2,3,0,4,known_false,French,f,known,French
186,F7,2,3,22,4,notknown,French,f,guessed,French
187,F7,2,3,77,4,notknown,French,f,guessed,French
188,F7,2,3,66,4,notknown,French,f,guessed,French
189,F7,2,3,15,4,notknown,French,f,guessed,French
190,F7,2,3,100,4,notknown,French,f,guessed,French
191,F7,2,3,0,4,notknown,French,f,guessed,French
192,F7,2,3,0,4,notknown,French,f,guessed,French
193,F8,2,4,47,4,notknown,German,f,guessed,French
194,F8,2,4,99,4,notknown,German,f,guessed,French
195,F8,2,4,59,4,notknown,German,f,guessed,French
196,F8,2,4,0,4,notknown,German,f,guessed,French
197,F8,2,4,100,4,notknown,German,f,guessed,French
198,F8,2,4,26,4,notknown,German,f,guessed,French
199,F8,2,4,100,4,known_true,German,f,known,French
200,F8,2,4,90,4,notknown,German,f,guessed,French
202,F8,2,4,80,4,notknown,German,f,guessed,French
203,F8,2,4,80,4,notknown,German,f,guessed,French
204,F8,2,4,0,4,notknown,German,f,guessed,French
205,F8,2,4,89,4,notknown,German,f,guessed,French
206,F8,2,4,95,4,known_true,German,f,known,French
207,F8,2,4,70,4,notknown,German,f,guessed,French
209,F8,2,4,60,4,notknown,German,f,guessed,French
211,F8,2,4,73,4,notknown,German,f,guessed,French
212,F8,2,4,44,4,notknown,German,f,guessed,French
213,F8,2,4,20,4,notknown,German,f,guessed,French
214,F8,2,4,0,4,notknown,German,f,guessed,French
215,F8,2,4,100,4,notknown,German,f,guessed,French
1,F1,1,1,16,27,notknown,French,f,guessed,French
2,F1,1,1,35,27,notknown,French,f,guessed,French
3,F1,1,1,34,27,notknown,French,f,guessed,French
4,F1,1,1,0,27,notknown,French,f,guessed,French
5,F1,1,1,0,27,notknown,French,f,guessed,French
6,F1,1,1,41,27,notknown,French,f,guessed,French
7,F1,1,1,0,27,notknown,French,f,guessed,French
8,F1,1,1,20,27,notknown,French,f,guessed,French
9,F1,1,1,0,27,notknown,French,f,guessed,French
10,F1,1,1,0,27,notknown,French,f,guessed,French
12,F1,1,1,16,27,notknown,French,f,guessed,French
13,F1,1,1,0,27,known_true,French,f,known,French
14,F1,1,1,35,27,notknown,French,f,guessed,French
15,F1,1,1,0,27,known_true,French,f,known,French
16,F1,1,1,0,27,notknown,French,f,guessed,French
17,F1,1,1,23,27,notknown,French,f,guessed,French
19,F1,1,1,0,27,notknown,French,f,guessed,French
20,F1,1,1,62,27,notknown,French,f,guessed,French
21,F1,1,1,0,27,notknown,French,f,guessed,French
22,F1,1,1,0,27,notknown,French,f,guessed,French
23,F1,1,1,29,27,notknown,French,f,guessed,French
24,F1,1,1,0,27,notknown,French,f,guessed,French
25,F1,1,1,26,27,notknown,French,f,guessed,French
26,F1,1,1,0,27,notknown,French,f,guessed,French
27,F1,1,1,6,27,notknown,French,f,guessed,French
28,F1,1,1,12,27,notknown,French,f,guessed,French
29,F1,1,1,46,27,notknown,French,f,guessed,French
30,F1,1,1,7,27,notknown,French,f,guessed,French
31,F1,1,1,0,27,notknown,French,f,guessed,French
32,F1,1,1,0,27,notknown,French,f,guessed,French
33,F1,1,1,0,27,notknown,French,f,guessed,French
34,F2,1,2,15,27,notknown,German,f,guessed,French
35,F2,1,2,0,27,notknown,German,f,guessed,French
36,F2,1,2,3,27,notknown,German,f,guessed,French
37,F2,1,2,0,27,notknown,German,f,guessed,French
39,F2,1,2,0,27,notknown,German,f,guessed,French
40,F2,1,2,28,27,notknown,German,f,guessed,French
41,F2,1,2,10,27,notknown,German,f,guessed,French
42,F2,1,2,40,27,notknown,German,f,guessed,French
43,F2,1,2,5,27,notknown,German,f,guessed,French
44,F2,1,2,28,27,notknown,German,f,guessed,French
45,F2,1,2,19,27,notknown,German,f,guessed,French
46,F2,1,2,15,27,notknown,German,f,guessed,French
47,F2,1,2,0,27,notknown,German,f,guessed,French
48,F2,1,2,0,27,notknown,German,f,guessed,French
49,F2,1,2,80,27,notknown,German,f,guessed,French
50,F2,1,2,0,27,notknown,German,f,guessed,French
51,F2,1,2,25,27,notknown,German,f,guessed,French
52,F2,1,2,32,27,notknown,German,f,guessed,French
53,F2,1,2,0,27,notknown,German,f,guessed,French
54,F2,1,2,0,27,known_true,German,f,known,French
55,F2,1,2,0,27,notknown,German,f,guessed,French
56,F3,1,3,0,27,notknown,Italian,f,guessed,French
57,F3,1,3,79,27,notknown,Italian,f,guessed,French
58,F3,1,3,33,27,known_true,Italian,f,known,French
59,F3,1,3,0,27,notknown,Italian,f,guessed,French
60,F3,1,3,4,27,notknown,Italian,f,guessed,French
61,F3,1,3,0,27,notknown,Italian,f,guessed,French
62,F3,1,3,16,27,notknown,Italian,f,guessed,French
63,F3,1,3,26,27,notknown,Italian,f,guessed,French
65,F3,1,3,16,27,known_true,Italian,f,known,French
66,F3,1,3,0,27,notknown,Italian,f,guessed,French
69,F3,1,3,0,27,notknown,Italian,f,guessed,French
70,F3,1,3,100,27,known_false,Italian,f,known,French
71,F3,1,3,28,27,notknown,Italian,f,guessed,French
72,F3,1,3,3,27,notknown,Italian,f,guessed,French
73,F3,1,3,0,27,notknown,Italian,f,guessed,French
75,F3,1,3,20,27,notknown,Italian,f,guessed,French
76,F3,1,3,64,27,notknown,Italian,f,guessed,French
78,F3,1,3,27,27,notknown,Italian,f,guessed,French
79,F3,1,3,0,27,known_true,Italian,f,known,French
80,F3,1,3,0,27,notknown,Italian,f,guessed,French
81,F3,1,3,44,27,notknown,Italian,f,guessed,French
82,F3,1,3,5,27,notknown,Italian,f,guessed,French
83,F3,1,3,0,27,notknown,Italian,f,guessed,French
84,F3,1,3,23,27,notknown,Italian,f,guessed,French
86,F4,1,4,3,27,notknown,English,f,guessed,French
88,F4,1,4,20,27,notknown,English,f,guessed,French
89,F4,1,4,85,27,notknown,English,f,guessed,French
90,F4,1,4,21,27,notknown,English,f,guessed,French
92,F4,1,4,29,27,notknown,English,f,guessed,French
93,F4,1,4,0,27,notknown,English,f,guessed,French
94,F4,1,4,0,27,notknown,English,f,guessed,French
95,F4,1,4,22,27,notknown,English,f,guessed,French
96,F4,1,4,7,27,known_true,English,f,known,French
97,F4,1,4,0,27,known_true,English,f,known,French
98,F4,1,4,0,27,notknown,English,f,guessed,French
99,F4,1,4,0,27,notknown,English,f,guessed,French
100,F4,1,4,0,27,notknown,English,f,guessed,French
101,F4,1,4,23,27,notknown,English,f,guessed,French
102,F4,1,4,34,27,notknown,English,f,guessed,French
103,F4,1,4,37,27,notknown,English,f,guessed,French
104,F4,1,4,0,27,notknown,English,f,guessed,French
105,F4,1,4,0,27,notknown,English,f,guessed,French
106,F4,1,4,85,27,notknown,English,f,guessed,French
107,F4,1,4,0,27,notknown,English,f,guessed,French
108,F4,1,4,39,27,notknown,English,f,guessed,French
109,F4,1,4,15,27,notknown,English,f,guessed,French
110,F4,1,4,0,27,notknown,English,f,guessed,French
111,F5,2,1,0,27,notknown,French,f,guessed,French
112,F5,2,1,60,27,notknown,French,f,guessed,French
113,F5,2,1,0,27,notknown,French,f,guessed,French
114,F5,2,1,20,27,notknown,French,f,guessed,French
115,F5,2,1,88,27,notknown,French,f,guessed,French
117,F5,2,1,0,27,notknown,French,f,guessed,French
118,F5,2,1,10,27,notknown,French,f,guessed,French
121,F5,2,1,2,27,notknown,French,f,guessed,French
122,F5,2,1,0,27,notknown,French,f,guessed,French
123,F5,2,1,0,27,notknown,French,f,guessed,French
124,F5,2,1,0,27,notknown,French,f,guessed,French
125,F5,2,1,0,27,notknown,French,f,guessed,French
126,F5,2,1,12,27,notknown,French,f,guessed,French
127,F5,2,1,45,27,notknown,French,f,guessed,French
128,F5,2,1,17,27,notknown,French,f,guessed,French
129,F5,2,1,0,27,notknown,French,f,guessed,French
130,F5,2,1,28,27,notknown,French,f,guessed,French
131,F5,2,1,50,27,notknown,French,f,guessed,French
132,F5,2,1,23,27,notknown,French,f,guessed,French
133,F5,2,1,35,27,notknown,French,f,guessed,French
134,F5,2,1,0,27,notknown,French,f,guessed,French
135,F6,2,2,0,27,notknown,German,f,guessed,French
137,F6,2,2,66,27,notknown,German,f,guessed,French
138,F6,2,2,9,27,notknown,German,f,guessed,French
139,F6,2,2,13,27,notknown,German,f,guessed,French
140,F6,2,2,17,27,notknown,German,f,guessed,French
141,F6,2,2,95,27,notknown,German,f,guessed,French
142,F6,2,2,0,27,known_true,German,f,known,French
143,F6,2,2,11,27,notknown,German,f,guessed,French
144,F6,2,2,86,27,notknown,German,f,guessed,French
145,F6,2,2,13,27,notknown,German,f,guessed,French
146,F6,2,2,15,27,notknown,German,f,guessed,French
148,F6,2,2,25,27,notknown,German,f,guessed,French
149,F6,2,2,27,27,notknown,German,f,guessed,French
150,F6,2,2,71,27,notknown,German,f,guessed,French
151,F6,2,2,30,27,notknown,German,f,guessed,French
152,F6,2,2,0,27,notknown,German,f,guessed,French
153,F6,2,2,0,27,notknown,German,f,guessed,French
154,F6,2,2,0,27,known_true,German,f,known,French
155,F6,2,2,0,27,notknown,German,f,guessed,French
156,F6,2,2,0,27,notknown,German,f,guessed,French
157,F6,2,2,30,27,notknown,German,f,guessed,French
158,F6,2,2,10,27,notknown,German,f,guessed,French
159,F6,2,2,2,27,known_true,German,f,known,French
160,F6,2,2,46,27,notknown,German,f,guessed,French
161,F6,2,2,25,27,notknown,German,f,guessed,French
162,F6,2,2,0,27,known_true,German,f,known,French
163,F6,2,2,0,27,notknown,German,f,guessed,French
164,F6,2,2,2,27,notknown,German,f,guessed,French
165,F7,2,3,0,27,known_true,Italian,f,known,French
166,F7,2,3,14,27,notknown,Italian,f,guessed,French
167,F7,2,3,29,27,notknown,Italian,f,guessed,French
168,F7,2,3,85,27,notknown,Italian,f,guessed,French
169,F7,2,3,0,27,notknown,Italian,f,guessed,French
170,F7,2,3,10,27,notknown,Italian,f,guessed,French
171,F7,2,3,32,27,notknown,Italian,f,guessed,French
172,F7,2,3,0,27,notknown,Italian,f,guessed,French
173,F7,2,3,11,27,notknown,Italian,f,guessed,French
176,F7,2,3,81,27,notknown,Italian,f,guessed,French
177,F7,2,3,7,27,notknown,Italian,f,guessed,French
178,F7,2,3,0,27,known_true,Italian,f,known,French
179,F7,2,3,21,27,notknown,Italian,f,guessed,French
180,F7,2,3,38,27,notknown,Italian,f,guessed,French
181,F7,2,3,28,27,notknown,Italian,f,guessed,French
182,F7,2,3,47,27,notknown,Italian,f,guessed,French
183,F7,2,3,35,27,notknown,Italian,f,guessed,French
184,F7,2,3,20,27,notknown,Italian,f,guessed,French
185,F7,2,3,0,27,known_true,Italian,f,known,French
186,F7,2,3,0,27,notknown,Italian,f,guessed,French
187,F7,2,3,24,27,notknown,Italian,f,guessed,French
188,F7,2,3,26,27,notknown,Italian,f,guessed,French
189,F7,2,3,5,27,notknown,Italian,f,guessed,French
190,F7,2,3,1,27,notknown,Italian,f,guessed,French
191,F7,2,3,0,27,notknown,Italian,f,guessed,French
192,F7,2,3,13,27,notknown,Italian,f,guessed,French
193,F8,2,4,57,27,notknown,English,f,guessed,French
194,F8,2,4,4,27,notknown,English,f,guessed,French
195,F8,2,4,0,27,notknown,English,f,guessed,French
196,F8,2,4,100,27,notknown,English,f,guessed,French
197,F8,2,4,0,27,notknown,English,f,guessed,French
198,F8,2,4,28,27,notknown,English,f,guessed,French
199,F8,2,4,25,27,notknown,English,f,guessed,French
200,F8,2,4,90,27,notknown,English,f,guessed,French
202,F8,2,4,0,27,notknown,English,f,guessed,French
203,F8,2,4,52,27,notknown,English,f,guessed,French
204,F8,2,4,10,27,notknown,English,f,guessed,French
205,F8,2,4,56,27,notknown,English,f,guessed,French
206,F8,2,4,7,27,notknown,English,f,guessed,French
207,F8,2,4,20,27,notknown,English,f,guessed,French
209,F8,2,4,0,27,known_true,English,f,known,French
211,F8,2,4,13,27,notknown,English,f,guessed,French
212,F8,2,4,0,27,notknown,English,f,guessed,French
213,F8,2,4,1,27,known_true,English,f,known,French
214,F8,2,4,0,27,notknown,English,f,guessed,French
215,F8,2,4,0,27,notknown,English,f,guessed,French
1,F1,1,1,80,10,notknown,English,m,guessed,French
2,F1,1,1,71,10,notknown,English,m,guessed,French
3,F1,1,1,55,10,notknown,English,m,guessed,French
4,F1,1,1,100,10,notknown,English,m,guessed,French
5,F1,1,1,63,10,notknown,English,m,guessed,French
6,F1,1,1,54,10,notknown,English,m,guessed,French
7,F1,1,1,82,10,notknown,English,m,guessed,French
8,F1,1,1,80,10,notknown,English,m,guessed,French
9,F1,1,1,70,10,notknown,English,m,guessed,French
10,F1,1,1,80,10,notknown,English,m,guessed,French
12,F1,1,1,66,10,notknown,English,m,guessed,French
13,F1,1,1,68,10,notknown,English,m,guessed,French
14,F1,1,1,95,10,known_true,English,m,known,French
15,F1,1,1,0,10,known_false,English,m,known,French
16,F1,1,1,0,10,notknown,English,m,guessed,French
17,F1,1,1,0,10,notknown,English,m,guessed,French
19,F1,1,1,74,10,notknown,English,m,guessed,French
20,F1,1,1,73,10,notknown,English,m,guessed,French
21,F1,1,1,100,10,notknown,English,m,guessed,French
22,F1,1,1,15,10,notknown,English,m,guessed,French
23,F1,1,1,70,10,notknown,English,m,guessed,French
24,F1,1,1,100,10,notknown,English,m,guessed,French
25,F1,1,1,70,10,notknown,English,m,guessed,French
26,F1,1,1,0,10,notknown,English,m,guessed,French
27,F1,1,1,53,10,notknown,English,m,guessed,French
28,F1,1,1,62,10,notknown,English,m,guessed,French
29,F1,1,1,62,10,notknown,English,m,guessed,French
30,F1,1,1,74,10,notknown,English,m,guessed,French
31,F1,1,1,20,10,notknown,English,m,guessed,French
32,F1,1,1,0,10,notknown,English,m,guessed,French
33,F1,1,1,0,10,notknown,English,m,guessed,French
34,F2,1,2,29,10,notknown,French,m,guessed,French
35,F2,1,2,50,10,notknown,French,m,guessed,French
36,F2,1,2,10,10,notknown,French,m,guessed,French
37,F2,1,2,48,10,notknown,French,m,guessed,French
39,F2,1,2,3,10,notknown,French,m,guessed,French
40,F2,1,2,100,10,known_true,French,m,known,French
41,F2,1,2,80,10,notknown,French,m,guessed,French
42,F2,1,2,100,10,known_true,French,m,known,French
43,F2,1,2,41,10,notknown,French,m,guessed,French
44,F2,1,2,63,10,notknown,French,m,guessed,French
45,F2,1,2,100,10,notknown,French,m,guessed,French
46,F2,1,2,94,10,notknown,French,m,guessed,French
47,F2,1,2,60,10,notknown,French,m,guessed,French
48,F2,1,2,100,10,notknown,French,m,guessed,French
49,F2,1,2,27,10,notknown,French,m,guessed,French
50,F2,1,2,31,10,notknown,French,m,guessed,French
51,F2,1,2,100,10,notknown,French,m,guessed,French
52,F2,1,2,100,10,known_true,French,m,known,French
53,F2,1,2,90,10,notknown,French,m,guessed,French
54,F2,1,2,65,10,notknown,French,m,guessed,French
55,F2,1,2,22,10,notknown,French,m,guessed,French
56,F3,1,3,100,10,notknown,German,m,guessed,French
57,F3,1,3,84,10,notknown,German,m,guessed,French
58,F3,1,3,67,10,known_true,German,m,known,French
59,F3,1,3,73,10,notknown,German,m,guessed,French
60,F3,1,3,100,10,notknown,German,m,guessed,French
61,F3,1,3,85,10,notknown,German,m,guessed,French
62,F3,1,3,91,10,notknown,German,m,guessed,French
63,F3,1,3,81,10,notknown,German,m,guessed,French
65,F3,1,3,80,10,notknown,German,m,guessed,French
66,F3,1,3,0,10,notknown,German,m,guessed,French
69,F3,1,3,81,10,notknown,German,m,guessed,French
70,F3,1,3,71,10,notknown,German,m,guessed,French
71,F3,1,3,39,10,notknown,German,m,guessed,French
72,F3,1,3,89,10,notknown,German,m,guessed,French
73,F3,1,3,53,10,notknown,German,m,guessed,French
75,F3,1,3,36,10,notknown,German,m,guessed,French
76,F3,1,3,79,10,notknown,German,m,guessed,French
78,F3,1,3,100,10,notknown,German,m,guessed,French
79,F3,1,3,69,10,notknown,German,m,guessed,French
80,F3,1,3,100,10,known_true,German,m,known,French
81,F3,1,3,55,10,notknown,German,m,guessed,French
82,F3,1,3,5,10,notknown,German,m,guessed,French
83,F3,1,3,73,10,notknown,German,m,guessed,French
84,F3,1,3,15,10,notknown,German,m,guessed,French
86,F4,1,4,96,10,notknown,Italian,m,guessed,French
88,F4,1,4,0,10,notknown,Italian,m,guessed,French
89,F4,1,4,100,10,notknown,Italian,m,guessed,French
90,F4,1,4,67,10,notknown,Italian,m,guessed,French
92,F4,1,4,75,10,notknown,Italian,m,guessed,French
93,F4,1,4,60,10,notknown,Italian,m,guessed,French
94,F4,1,4,100,10,notknown,Italian,m,guessed,French
95,F4,1,4,83,10,notknown,Italian,m,guessed,French
96,F4,1,4,100,10,known_true,Italian,m,known,French
97,F4,1,4,50,10,notknown,Italian,m,guessed,French
98,F4,1,4,0,10,notknown,Italian,m,guessed,French
99,F4,1,4,67,10,notknown,Italian,m,guessed,French
100,F4,1,4,64,10,notknown,Italian,m,guessed,French
101,F4,1,4,77,10,notknown,Italian,m,guessed,French
102,F4,1,4,20,10,notknown,Italian,m,guessed,French
103,F4,1,4,22,10,notknown,Italian,m,guessed,French
104,F4,1,4,61,10,notknown,Italian,m,guessed,French
105,F4,1,4,100,10,known_true,Italian,m,known,French
106,F4,1,4,85,10,notknown,Italian,m,guessed,French
107,F4,1,4,79,10,notknown,Italian,m,guessed,French
108,F4,1,4,37,10,notknown,Italian,m,guessed,French
109,F4,1,4,100,10,notknown,Italian,m,guessed,French
110,F4,1,4,36,10,notknown,Italian,m,guessed,French
111,F5,2,1,0,10,notknown,English,m,guessed,French
112,F5,2,1,63,10,notknown,English,m,guessed,French
113,F5,2,1,100,10,notknown,English,m,guessed,French
114,F5,2,1,18,10,notknown,English,m,guessed,French
115,F5,2,1,87,10,notknown,English,m,guessed,French
117,F5,2,1,0,10,notknown,English,m,guessed,French
118,F5,2,1,70,10,notknown,English,m,guessed,French
121,F5,2,1,36,10,notknown,English,m,guessed,French
122,F5,2,1,100,10,notknown,English,m,guessed,French
123,F5,2,1,100,10,notknown,English,m,guessed,French
124,F5,2,1,100,10,notknown,English,m,guessed,French
125,F5,2,1,40,10,notknown,English,m,guessed,French
126,F5,2,1,88,10,notknown,English,m,guessed,French
127,F5,2,1,55,10,notknown,English,m,guessed,French
128,F5,2,1,25,10,notknown,English,m,guessed,French
129,F5,2,1,100,10,notknown,English,m,guessed,French
130,F5,2,1,91,10,notknown,English,m,guessed,French
131,F5,2,1,100,10,known_true,English,m,known,French
132,F5,2,1,73,10,notknown,English,m,guessed,French
133,F5,2,1,0,10,known_false,English,m,known,French
134,F5,2,1,70,10,notknown,English,m,guessed,French
135,F6,2,2,80,10,notknown,French,m,guessed,French
137,F6,2,2,55,10,notknown,French,m,guessed,French
138,F6,2,2,35,10,notknown,French,m,guessed,French
