ID,questionnaire,order,condition,score,statement,truthfulness,accent,speaker_sex,statement_guess,L1
101,G4,1,4,0,48,known_false,French,m,known,German
102,G4,1,4,100,48,known_true,French,m,known,German
103,G4,1,4,0,48,notknown,French,m,guessed,German
104,G5,2,1,35,48,notknown,German,m,guessed,German
105,G5,2,1,100,48,known_true,German,m,known,German
106,G5,2,1,9,48,notknown,German,m,guessed,German
108,G5,2,1,65,48,notknown,German,m,guessed,German
110,G5,2,1,0,48,notknown,German,m,guessed,German
111,G5,2,1,100,48,known_true,German,m,known,German
112,G5,2,1,7,48,notknown,German,m,guessed,German
114,G5,2,1,0,48,known_false,German,m,known,German
115,G5,2,1,83,48,notknown,German,m,guessed,German
116,G5,2,1,61,48,notknown,German,m,guessed,German
117,G5,2,1,87,48,notknown,German,m,guessed,German
118,G5,2,1,100,48,notknown,German,m,guessed,German
119,G5,2,1,13,48,notknown,German,m,guessed,German
121,G5,2,1,24,48,notknown,German,m,guessed,German
123,G5,2,1,0,48,notknown,German,m,guessed,German
124,G5,2,1,76,48,notknown,German,m,guessed,German
125,G5,2,1,0,48,notknown,German,m,guessed,German
127,G5,2,1,100,48,known_true,German,m,known,German
128,G5,2,1,50,48,notknown,German,m,guessed,German
129,G5,2,1,10,48,notknown,German,m,guessed,German
130,G5,2,1,17,48,notknown,German,m,guessed,German
131,G6,2,2,10,48,notknown,Italian,m,guessed,German
132,G6,2,2,21,48,notknown,Italian,m,guessed,German
133,G6,2,2,38,48,notknown,Italian,m,guessed,German
134,G6,2,2,14,48,notknown,Italian,m,guessed,German
135,G6,2,2,26,48,notknown,Italian,m,guessed,German
136,G6,2,2,0,48,notknown,Italian,m,guessed,German
137,G6,2,2,0,48,known_false,Italian,m,known,German
139,G6,2,2,17,48,notknown,Italian,m,guessed,German
141,G6,2,2,0,48,notknown,Italian,m,guessed,German
142,G6,2,2,0,48,notknown,Italian,m,guessed,German
143,G6,2,2,31,48,notknown,Italian,m,guessed,German
144,G6,2,2,19,48,notknown,Italian,m,guessed,German
145,G6,2,2,12,48,notknown,Italian,m,guessed,German
146,G6,2,2,30,48,notknown,Italian,m,guessed,German
147,G6,2,2,63,48,notknown,Italian,m,guessed,German
148,G6,2,2,74,48,notknown,Italian,m,guessed,German
149,G6,2,2,30,48,notknown,Italian,m,guessed,German
150,G6,2,2,0,48,notknown,Italian,m,guessed,German
151,G6,2,2,86,48,notknown,Italian,m,guessed,German
152,G6,2,2,38,48,notknown,Italian,m,guessed,German
153,G6,2,2,66,48,notknown,Italian,m,guessed,German
154,G6,2,2,26,48,notknown,Italian,m,guessed,German
155,G6,2,2,67,48,notknown,Italian,m,guessed,German
156,G6,2,2,29,48,notknown,Italian,m,guessed,German
157,G6,2,2,80,48,notknown,Italian,m,guessed,German
158,G7,2,3,17,48,notknown,English,m,guessed,German
159,G7,2,3,100,48,notknown,English,m,guessed,German
160,G7,2,3,34,48,notknown,English,m,guessed,German
161,G7,2,3,0,48,notknown,English,m,guessed,German
162,G7,2,3,46,48,notknown,English,m,guessed,German
163,G7,2,3,30,48,notknown,English,m,guessed,German
164,G7,2,3,9,48,notknown,English,m,guessed,German
165,G7,2,3,84,48,notknown,English,m,guessed,German
166,G7,2,3,51,48,notknown,English,m,guessed,German
167,G7,2,3,100,48,notknown,English,m,guessed,German
168,G7,2,3,18,48,notknown,English,m,guessed,German
169,G7,2,3,100,48,notknown,English,m,guessed,German
170,G7,2,3,20,48,notknown,English,m,guessed,German
171,G7,2,3,100,48,known_true,English,m,known,German
172,G7,2,3,93,48,known_true,English,m,known,German
173,G7,2,3,6,48,notknown,English,m,guessed,German
174,G7,2,3,24,48,notknown,English,m,guessed,German
175,G7,2,3,10,48,notknown,English,m,guessed,German
176,G7,2,3,100,48,known_true,English,m,known,German
177,G7,2,3,8,48,known_false,English,m,known,German
178,G7,2,3,100,48,known_true,English,m,known,German
179,G7,2,3,14,48,notknown,English,m,guessed,German
180,G7,2,3,16,48,notknown,English,m,guessed,German
182,G8,2,4,8,48,notknown,French,m,guessed,German
184,G8,2,4,100,48,notknown,French,m,guessed,German
185,G8,2,4,12,48,notknown,French,m,guessed,German
186,G8,2,4,15,48,notknown,French,m,guessed,German
187,G8,2,4,100,48,known_true,French,m,known,German
188,G8,2,4,43,48,notknown,French,m,guessed,German
190,G8,2,4,27,48,notknown,French,m,guessed,German
191,G8,2,4,0,48,known_false,French,m,known,German
192,G8,2,4,91,48,notknown,French,m,guessed,German
193,G8,2,4,2,48,notknown,French,m,guessed,German
195,G8,2,4,31,48,notknown,French,m,guessed,German
196,G8,2,4,0,48,notknown,French,m,guessed,German
197,G8,2,4,87,48,notknown,French,m,guessed,German
198,G8,2,4,88,48,notknown,French,m,guessed,German
199,G8,2,4,0,48,notknown,French,m,guessed,German
201,G8,2,4,10,48,notknown,French,m,guessed,German
202,G8,2,4,100,48,notknown,French,m,guessed,German
203,G8,2,4,70,48,notknown,French,m,guessed,German
204,G8,2,4,1,48,known_false,French,m,known,German
1,G1,1,1,66,22,notknown,Italian,m,guessed,German
2,G1,1,1,24,22,notknown,Italian,m,guessed,German
3,G1,1,1,83,22,notknown,Italian,m,guessed,German
4,G1,1,1,63,22,notknown,Italian,m,guessed,German
5,G1,1,1,21,22,notknown,Italian,m,guessed,German
6,G1,1,1,85,22,notknown,Italian,m,guessed,German
7,G1,1,1,100,22,notknown,Italian,m,guessed,German
8,G1,1,1,50,22,notknown,Italian,m,guessed,German
10,G1,1,1,95,22,notknown,Italian,m,guessed,German
11,G1,1,1,18,22,notknown,Italian,m,guessed,German
12,G1,1,1,21,22,notknown,Italian,m,guessed,German
13,G1,1,1,100,22,known_true,Italian,m,known,German
14,G1,1,1,100,22,known_true,Italian,m,known,German
16,G1,1,1,97,22,notknown,Italian,m,guessed,German
17,G1,1,1,100,22,known_true,Italian,m,known,German
18,G1,1,1,100,22,known_true,Italian,m,known,German
19,G1,1,1,56,22,notknown,Italian,m,guessed,German
20,G1,1,1,95,22,notknown,Italian,m,guessed,German
21,G1,1,1,31,22,notknown,Italian,m,guessed,German
22,G1,1,1,91,22,notknown,Italian,m,guessed,German
23,G1,1,1,75,22,notknown,Italian,m,guessed,German
24,G1,1,1,100,22,known_true,Italian,m,known,German
26,G1,1,1,80,22,notknown,Italian,m,guessed,German
27,G1,1,1,65,22,notknown,Italian,m,guessed,German
28,G1,1,1,100,22,notknown,Italian,m,guessed,German
29,G1,1,1,95,22,notknown,Italian,m,guessed,German
30,G2,1,2,100,22,known_true,English,m,known,German
31,G2,1,2,88,22,notknown,English,m,guessed,German
32,G2,1,2,100,22,known_true,English,m,known,German
33,G2,1,2,86,22,notknown,English,m,guessed,German
34,G2,1,2,90,22,notknown,English,m,guessed,German
35,G2,1,2,100,22,known_true,English,m,known,German
36,G2,1,2,100,22,notknown,English,m,guessed,German
37,G2,1,2,0,22,notknown,English,m,guessed,German
38,G2,1,2,85,22,notknown,English,m,guessed,German
39,G2,1,2,0,22,known_false,English,m,known,German
40,G2,1,2,63,22,notknown,English,m,guessed,German
41,G2,1,2,100,22,notknown,English,m,guessed,German
42,G2,1,2,90,22,notknown,English,m,guessed,German
43,G2,1,2,76,22,notknown,English,m,guessed,German
44,G2,1,2,100,22,notknown,English,m,guessed,German
45,G2,1,2,100,22,known_true,English,m,known,German
46,G2,1,2,100,22,notknown,English,m,guessed,German
47,G2,1,2,100,22,notknown,English,m,guessed,German
48,G2,1,2,91,22,notknown,English,m,guessed,German
49,G2,1,2,100,22,notknown,English,m,guessed,German
50,G3,1,3,95,22,notknown,French,m,guessed,German
51,G3,1,3,100,22,known_true,French,m,known,German
52,G3,1,3,75,22,notknown,French,m,guessed,German
53,G3,1,3,63,22,notknown,French,m,guessed,German
54,G3,1,3,100,22,known_true,French,m,known,German
55,G3,1,3,100,22,notknown,French,m,guessed,German
56,G3,1,3,100,22,notknown,French,m,guessed,German
58,G3,1,3,81,22,notknown,French,m,guessed,German
59,G3,1,3,100,22,known_true,French,m,known,German
60,G3,1,3,100,22,known_true,French,m,known,German
61,G3,1,3,100,22,notknown,French,m,guessed,German
63,G3,1,3,100,22,notknown,French,m,guessed,German
64,G3,1,3,100,22,notknown,French,m,guessed,German
65,G3,1,3,0,22,notknown,French,m,guessed,German
66,G3,1,3,85,22,notknown,French,m,guessed,German
67,G3,1,3,100,22,known_true,French,m,known,German
68,G3,1,3,62,22,notknown,French,m,guessed,German
69,G3,1,3,100,22,known_true,French,m,known,German
70,G3,1,3,36,22,notknown,French,m,guessed,German
71,G3,1,3,100,22,known_true,French,m,known,German
73,G3,1,3,0,22,notknown,French,m,guessed,German
74,G3,1,3,65,22,notknown,French,m,guessed,German
75,G4,1,4,100,22,known_true,German,m,known,German
76,G4,1,4,100,22,notknown,German,m,guessed,German
77,G4,1,4,79,22,known_true,German,m,known,German
78,G4,1,4,98,22,known_true,German,m,known,German
79,G4,1,4,100,22,notknown,German,m,guessed,German
81,G4,1,4,100,22,known_true,German,m,known,German
82,G4,1,4,100,22,notknown,German,m,guessed,German
83,G4,1,4,80,22,notknown,German,m,guessed,German
84,G4,1,4,88,22,notknown,German,m,guessed,German
85,G4,1,4,100,22,notknown,German,m,guessed,German
86,G4,1,4,34,22,notknown,German,m,guessed,German
87,G4,1,4,91,22,notknown,German,m,guessed,German
88,G4,1,4,17,22,notknown,German,m,guessed,German
89,G4,1,4,85,22,notknown,German,m,guessed,German
90,G4,1,4,100,22,known_true,German,m,known,German
91,G4,1,4,70,22,notknown,German,m,guessed,German
92,G4,1,4,95,22,notknown,German,m,guessed,German
93,G4,1,4,85,22,notknown,German,m,guessed,German
94,G4,1,4,72,22,notknown,German,m,guessed,German
95,G4,1,4,3,22,notknown,German,m,guessed,German
96,G4,1,4,91,22,notknown,German,m,guessed,German
97,G4,1,4,60,22,notknown,German,m,guessed,German
98,G4,1,4,70,22,notknown,German,m,guessed,German
99,G4,1,4,85,22,notknown,German,m,guessed,German
101,G4,1,4,65,22,notknown,German,m,guessed,German
102,G4,1,4,92,22,notknown,German,m,guessed,German
103,G4,1,4,100,22,notknown,German,m,guessed,German
104,G5,2,1,86,22,notknown,Italian,m,guessed,German
105,G5,2,1,100,22,notknown,Italian,m,guessed,German
106,G5,2,1,78,22,notknown,Italian,m,guessed,German
108,G5,2,1,90,22,notknown,Italian,m,guessed,German
110,G5,2,1,0,22,notknown,Italian,m,guessed,German
111,G5,2,1,90,22,notknown,Italian,m,guessed,German
112,G5,2,1,83,22,notknown,Italian,m,guessed,German
114,G5,2,1,67,22,notknown,Italian,m,guessed,German
115,G5,2,1,59,22,notknown,Italian,m,guessed,German
116,G5,2,1,61,22,notknown,Italian,m,guessed,German
117,G5,2,1,100,22,notknown,Italian,m,guessed,German
118,G5,2,1,100,22,notknown,Italian,m,guessed,German
119,G5,2,1,96,22,known_true,Italian,m,known,German
121,G5,2,1,100,22,known_true,Italian,m,known,German
123,G5,2,1,100,22,notknown,Italian,m,guessed,German
124,G5,2,1,100,22,notknown,Italian,m,guessed,German
125,G5,2,1,80,22,notknown,Italian,m,guessed,German
127,G5,2,1,100,22,known_true,Italian,m,known,German
128,G5,2,1,75,22,notknown,Italian,m,guessed,German
129,G5,2,1,78,22,notknown,Italian,m,guessed,German
130,G5,2,1,87,22,notknown,Italian,m,guessed,German
131,G6,2,2,100,22,notknown,English,m,guessed,German
132,G6,2,2,75,22,notknown,English,m,guessed,German
133,G6,2,2,97,22,known_true,English,m,known,German
134,G6,2,2,94,22,notknown,English,m,guessed,German
135,G6,2,2,100,22,notknown,English,m,guessed,German
136,G6,2,2,100,22,notknown,English,m,guessed,German
137,G6,2,2,39,22,notknown,English,m,guessed,German
139,G6,2,2,19,22,notknown,English,m,guessed,German
141,G6,2,2,100,22,notknown,English,m,guessed,German
142,G6,2,2,100,22,notknown,English,m,guessed,German
143,G6,2,2,68,22,notknown,English,m,guessed,German
144,G6,2,2,75,22,notknown,English,m,guessed,German
145,G6,2,2,16,22,notknown,English,m,guessed,German
146,G6,2,2,52,22,notknown,English,m,guessed,German
147,G6,2,2,81,22,notknown,English,m,guessed,German
148,G6,2,2,92,22,known_true,English,m,known,German
149,G6,2,2,95,22,notknown,English,m,guessed,German
150,G6,2,2,0,22,notknown,English,m,guessed,German
151,G6,2,2,95,22,notknown,English,m,guessed,German
152,G6,2,2,100,22,known_true,English,m,known,German
153,G6,2,2,69,22,notknown,English,m,guessed,German
154,G6,2,2,100,22,known_true,English,m,known,German
155,G6,2,2,100,22,known_true,English,m,known,German
156,G6,2,2,84,22,notknown,English,m,guessed,German
157,G6,2,2,69,22,notknown,English,m,guessed,German
158,G7,2,3,90,22,notknown,French,m,guessed,German
159,G7,2,3,100,22,notknown,French,m,guessed,German
160,G7,2,3,32,22,notknown,French,m,guessed,German
161,G7,2,3,100,22,notknown,French,m,guessed,German
162,G7,2,3,81,22,notknown,French,m,guessed,German
163,G7,2,3,88,22,notknown,French,m,guessed,German
164,G7,2,3,85,22,notknown,French,m,guessed,German
165,G7,2,3,100,22,notknown,French,m,guessed,German
166,G7,2,3,52,22,notknown,French,m,guessed,German
167,G7,2,3,100,22,notknown,French,m,guessed,German
168,G7,2,3,93,22,notknown,French,m,guessed,German
169,G7,2,3,38,22,notknown,French,m,guessed,German
170,G7,2,3,90,22,notknown,French,m,guessed,German
171,G7,2,3,100,22,notknown,French,m,guessed,German
172,G7,2,3,84,22,notknown,French,m,guessed,German
173,G7,2,3,81,22,notknown,French,m,guessed,German
174,G7,2,3,68,22,notknown,French,m,guessed,German
175,G7,2,3,100,22,notknown,French,m,guessed,German
176,G7,2,3,25,22,notknown,French,m,guessed,German
177,G7,2,3,91,22,known_true,French,m,known,German
178,G7,2,3,80,22,notknown,French,m,guessed,German
179,G7,2,3,99,22,notknown,French,m,guessed,German
180,G7,2,3,81,22,notknown,French,m,guessed,German
182,G8,2,4,80,22,notknown,German,m,guessed,German
184,G8,2,4,100,22,notknown,German,m,guessed,German
185,G8,2,4,100,22,notknown,German,m,guessed,German
186,G8,2,4,72,22,notknown,German,m,guessed,German
187,G8,2,4,90,22,notknown,German,m,guessed,German
188,G8,2,4,41,22,notknown,German,m,guessed,German
190,G8,2,4,78,22,notknown,German,m,guessed,German
191,G8,2,4,0,22,notknown,German,m,guessed,German
192,G8,2,4,69,22,notknown,German,m,guessed,German
193,G8,2,4,55,22,notknown,German,m,guessed,German
195,G8,2,4,87,22,notknown,German,m,guessed,German
196,G8,2,4,100,22,known_true,German,m,known,German
197,G8,2,4,34,22,notknown,German,m,guessed,German
198,G8,2,4,25,22,notknown,German,m,guessed,German
199,G8,2,4,100,22,notknown,German,m,guessed,German
201,G8,2,4,77,22,notknown,German,m,guessed,German
202,G8,2,4,35,22,notknown,German,m,guessed,German
203,G8,2,4,92,22,notknown,German,m,guessed,German
204,G8,2,4,76,22,notknown,German,m,guessed,German
1,G1,1,1,19,25,notknown,French,m,guessed,German
2,G1,1,1,0,25,notknown,French,m,guessed,German
3,G1,1,1,9,25,notknown,French,m,guessed,German
4,G1,1,1,39,25,notknown,French,m,guessed,German
5,G1,1,1,24,25,notknown,French,m,guessed,German
6,G1,1,1,0,25,notknown,French,m,guessed,German
7,G1,1,1,49,25,notknown,French,m,guessed,German
8,G1,1,1,0,25,known_true,French,m,known,German
10,G1,1,1,35,25,notknown,French,m,guessed,German
11,G1,1,1,0,25,notknown,French,m,known,German
12,G1,1,1,0,25,notknown,French,m,guessed,German
13,G1,1,1,0,25,known_true,French,m,known,German
14,G1,1,1,7,25,notknown,French,m,guessed,German
16,G1,1,1,28,25,notknown,French,m,guessed,German
17,G1,1,1,74,25,notknown,French,m,guessed,German
18,G1,1,1,0,25,notknown,French,m,guessed,German
19,G1,1,1,0,25,notknown,French,m,guessed,German
20,G1,1,1,61,25,notknown,French,m,guessed,German
21,G1,1,1,78,25,notknown,French,m,guessed,German
22,G1,1,1,29,25,notknown,French,m,guessed,German
23,G1,1,1,30,25,notknown,French,m,guessed,German
24,G1,1,1,1,25,notknown,French,m,guessed,German
26,G1,1,1,50,25,notknown,French,m,guessed,German
27,G1,1,1,1,25,notknown,French,m,guessed,German
28,G1,1,1,0,25,notknown,French,m,guessed,German
29,G1,1,1,10,25,notknown,French,m,guessed,German
30,G2,1,2,5,25,known_true,German,m,known,German
31,G2,1,2,10,25,notknown,German,m,guessed,German
32,G2,1,2,65,25,notknown,German,m,guessed,German
33,G2,1,2,25,25,notknown,German,m,guessed,German
34,G2,1,2,9,25,notknown,German,m,guessed,German
35,G2,1,2,9,25,notknown,German,m,guessed,German
36,G2,1,2,0,25,notknown,German,m,guessed,German
37,G2,1,2,0,25,known_true,German,m,known,German
38,G2,1,2,0,25,known_true,German,m,known,German
39,G2,1,2,0,25,known_true,German,m,known,German
40,G2,1,2,67,25,notknown,German,m,guessed,German
41,G2,1,2,70,25,notknown,German,m,guessed,German
42,G2,1,2,37,25,notknown,German,m,guessed,German
43,G2,1,2,0,25,notknown,German,m,guessed,German
44,G2,1,2,0,25,notknown,German,m,guessed,German
45,G2,1,2,51,25,notknown,German,m,guessed,German
46,G2,1,2,0,25,known_true,German,m,known,German
47,G2,1,2,0,25,notknown,German,m,guessed,German
48,G2,1,2,13,25,notknown,German,m,guessed,German
49,G2,1,2,0,25,notknown,German,m,guessed,German
50,G3,1,3,8,25,notknown,Italian,m,guessed,German
51,G3,1,3,0,25,known_true,Italian,m,known,German
52,G3,1,3,24,25,notknown,Italian,m,guessed,German
53,G3,1,3,0,25,notknown,Italian,m,guessed,German
54,G3,1,3,0,25,notknown,Italian,m,guessed,German
55,G3,1,3,18,25,notknown,Italian,m,guessed,German
56,G3,1,3,15,25,notknown,Italian,m,guessed,German
58,G3,1,3,55,25,notknown,Italian,m,guessed,German
59,G3,1,3,10,25,notknown,Italian,m,guessed,German
60,G3,1,3,76,25,notknown,Italian,m,guessed,German
61,G3,1,3,52,25,notknown,Italian,m,guessed,German
63,G3,1,3,10,25,notknown,Italian,m,guessed,German
64,G3,1,3,0,25,notknown,Italian,m,guessed,German
65,G3,1,3,0,25,known_true,Italian,m,known,German
66,G3,1,3,100,25,notknown,Italian,m,guessed,German
67,G3,1,3,21,25,notknown,Italian,m,guessed,German
68,G3,1,3,0,25,notknown,Italian,m,guessed,German
69,G3,1,3,0,25,notknown,Italian,m,guessed,German
70,G3,1,3,65,25,notknown,Italian,m,guessed,German
71,G3,1,3,11,25,notknown,Italian,m,guessed,German
73,G3,1,3,79,25,notknown,Italian,m,guessed,German
74,G3,1,3,0,25,notknown,Italian,m,guessed,German
75,G4,1,4,11,25,notknown,English,m,guessed,German
76,G4,1,4,0,25,notknown,English,m,guessed,German
77,G4,1,4,81,25,known_false,English,m,known,German
78,G4,1,4,80,25,notknown,English,m,guessed,German
79,G4,1,4,0,25,notknown,English,m,guessed,German
81,G4,1,4,0,25,notknown,English,m,guessed,German
82,G4,1,4,0,25,notknown,English,m,guessed,German
83,G4,1,4,20,25,notknown,English,m,guessed,German
84,G4,1,4,57,25,notknown,English,m,guessed,German
85,G4,1,4,100,25,notknown,English,m,guessed,German
86,G4,1,4,60,25,notknown,English,m,guessed,German
87,G4,1,4,0,25,notknown,English,m,guessed,German
88,G4,1,4,10,25,notknown,English,m,guessed,German
89,G4,1,4,18,25,notknown,English,m,guessed,German
90,G4,1,4,50,25,notknown,English,m,guessed,German
91,G4,1,4,5,25,notknown,English,m,guessed,German
92,G4,1,4,0,25,known_true,English,m,known,German
93,G4,1,4,77,25,notknown,English,m,guessed,German
94,G4,1,4,0,25,notknown,English,m,guessed,German
95,G4,1,4,4,25,notknown,English,m,guessed,German
96,G4,1,4,17,25,notknown,English,m,guessed,German
97,G4,1,4,57,25,notknown,English,m,guessed,German
98,G4,1,4,19,25,notknown,English,m,guessed,German
99,G4,1,4,14,25,notknown,English,m,guessed,German
101,G4,1,4,35,25,notknown,English,m,guessed,German
102,G4,1,4,19,25,notknown,English,m,guessed,German
103,G4,1,4,0,25,notknown,English,m,guessed,German
104,G5,2,1,31,25,notknown,French,m,guessed,German
105,G5,2,1,0,25,notknown,French,m,guessed,German
106,G5,2,1,8,25,notknown,French,m,guessed,German
108,G5,2,1,22,25,notknown,French,m,guessed,German
110,G5,2,1,26,25,notknown,French,m,guessed,German
111,G5,2,1,70,25,notknown,French,m,guessed,German
112,G5,2,1,21,25,notknown,French,m,guessed,German
114,G5,2,1,14,25,notknown,French,m,guessed,German
115,G5,2,1,66,25,notknown,French,m,guessed,German
116,G5,2,1,65,25,notknown,French,m,guessed,German
117,G5,2,1,16,25,notknown,French,m,guessed,German
118,G5,2,1,0,25,notknown,French,m,guessed,German
119,G5,2,1,0,25,notknown,French,m,guessed,German
121,G5,2,1,64,25,notknown,French,m,guessed,German
123,G5,2,1,68,25,notknown,French,m,guessed,German
124,G5,2,1,0,25,notknown,French,m,guessed,German
125,G5,2,1,19,25,notknown,French,m,guessed,German
127,G5,2,1,94,25,notknown,French,m,guessed,German
128,G5,2,1,24,25,notknown,French,m,guessed,German
129,G5,2,1,90,25,notknown,French,m,guessed,German
130,G5,2,1,14,25,notknown,French,m,guessed,German
131,G6,2,2,16,25,notknown,German,m,guessed,German
132,G6,2,2,6,25,notknown,German,m,guessed,German
133,G6,2,2,38,25,notknown,German,m,guessed,German
134,G6,2,2,10,25,notknown,German,m,guessed,German
135,G6,2,2,30,25,notknown,German,m,guessed,German
136,G6,2,2,0,25,notknown,German,m,guessed,German
137,G6,2,2,14,25,notknown,German,m,guessed,German
139,G6,2,2,72,25,notknown,German,m,guessed,German
141,G6,2,2,100,25,notknown,German,m,guessed,German
142,G6,2,2,0,25,notknown,German,m,guessed,German
143,G6,2,2,31,25,notknown,German,m,guessed,German
144,G6,2,2,14,25,notknown,German,m,guessed,German
145,G6,2,2,11,25,notknown,German,m,guessed,German
146,G6,2,2,59,25,notknown,German,m,guessed,German
147,G6,2,2,3,25,notknown,German,m,guessed,German
148,G6,2,2,26,25,notknown,German,m,guessed,German
149,G6,2,2,3,25,notknown,German,m,guessed,German
150,G6,2,2,74,25,notknown,German,m,guessed,German
151,G6,2,2,35,25,notknown,German,m,guessed,German
152,G6,2,2,60,25,notknown,German,m,guessed,German
153,G6,2,2,0,25,notknown,German,m,guessed,German
154,G6,2,2,27,25,notknown,German,m,guessed,German
155,G6,2,2,0,25,known_true,German,m,known,German
156,G6,2,2,5,25,notknown,German,m,guessed,German
157,G6,2,2,14,25,notknown,German,m,guessed,German
158,G7,2,3,11,25,notknown,Italian,m,guessed,German
159,G7,2,3,0,25,notknown,Italian,m,guessed,German
160,G7,2,3,28,25,notknown,Italian,m,guessed,German
161,G7,2,3,0,25,notknown,Italian,m,guessed,German
162,G7,2,3,8,25,known_true,Italian,m,known,German
163,G7,2,3,26,25,notknown,Italian,m,guessed,German
164,G7,2,3,8,25,notknown,Italian,m,guessed,German
165,G7,2,3,28,25,notknown,Italian,m,guessed,German
166,G7,2,3,49,25,notknown,Italian,m,guessed,German
167,G7,2,3,0,25,notknown,Italian,m,guessed,German
168,G7,2,3,38,25,notknown,Italian,m,guessed,German
169,G7,2,3,32,25,notknown,Italian,m,guessed,German
170,G7,2,3,20,25,notknown,Italian,m,guessed,German
171,G7,2,3,0,25,notknown,Italian,m,guessed,German
172,G7,2,3,18,25,notknown,Italian,m,guessed,German
173,G7,2,3,0,25,notknown,Italian,m,guessed,German
174,G7,2,3,65,25,notknown,Italian,m,guessed,German
175,G7,2,3,90,25,notknown,Italian,m,guessed,German
176,G7,2,3,29,25,notknown,Italian,m,guessed,German
177,G7,2,3,23,25,notknown,Italian,m,guessed,German
178,G7,2,3,44,25,notknown,Italian,m,guessed,German
179,G7,2,3,0,25,known_true,Italian,m,known,German
180,G7,2,3,2,25,notknown,Italian,m,guessed,German
182,G8,2,4,8,25,notknown,English,m,guessed,German
184,G8,2,4,16,25,notknown,English,m,guessed,German
185,G8,2,4,0,25,notknown,English,m,guessed,German
186,G8,2,4,20,25,notknown,English,m,guessed,German
187,G8,2,4,70,25,notknown,English,m,guessed,German
188,G8,2,4,67,25,notknown,English,m,guessed,German
190,G8,2,4,13,25,notknown,English,m,guessed,German
191,G8,2,4,0,25,notknown,English,m,guessed,German
192,G8,2,4,17,25,notknown,English,m,guessed,German
193,G8,2,4,0,25,notknown,English,m,guessed,German
195,G8,2,4,23,25,notknown,English,m,guessed,German
196,G8,2,4,100,25,notknown,English,m,guessed,German
197,G8,2,4,0,25,notknown,English,m,guessed,German
198,G8,2,4,79,25,notknown,English,m,guessed,German
199,G8,2,4,0,25,notknown,English,m,guessed,German
201,G8,2,4,54,25,notknown,English,m,guessed,German
202,G8,2,4,36,25,notknown,English,m,guessed,German
203,G8,2,4,43,25,notknown,English,m,guessed,German
204,G8,2,4,13,25,notknown,English,m,guessed,German
1,G1,1,1,61,13,notknown,German,f,guessed,German
2,G1,1,1,94,13,notknown,German,f,guessed,German
3,G1,1,1,80,13,notknown,German,f,guessed,German
4,G1,1,1,80,13,notknown,German,f,guessed,German
5,G1,1,1,78,13,notknown,German,f,guessed,German
6,G1,1,1,100,13,notknown,German,f,guessed,German
7,G1,1,1,100,13,notknown,German,f,guessed,German
8,G1,1,1,50,13,notknown,German,f,guessed,German
10,G1,1,1,85,13,notknown,German,f,guessed,German
11,G1,1,1,100,13,notknown,German,f,guessed,German
12,G1,1,1,100,13,known_true,German,f,known,German
13,G1,1,1,100,13,known_true,German,f,known,German
14,G1,1,1,20,13,notknown,German,f,guessed,German
16,G1,1,1,70,13,notknown,German,f,guessed,German
17,G1,1,1,52,13,notknown,German,f,guessed,German
18,G1,1,1,100,13,notknown,German,f,guessed,German
19,G1,1,1,89,13,notknown,German,f,guessed,German
20,G1,1,1,70,13,notknown,German,f,guessed,German
21,G1,1,1,79,13,notknown,German,f,guessed,German
22,G1,1,1,78,13,notknown,German,f,guessed,German
23,G1,1,1,71,13,notknown,German,f,guessed,German
24,G1,1,1,62,13,notknown,German,f,guessed,German
26,G1,1,1,100,13,notknown,German,f,guessed,German
27,G1,1,1,85,13,notknown,German,f,guessed,German
28,G1,1,1,79,13,notknown,German,f,guessed,German
29,G1,1,1,90,13,notknown,German,f,guessed,German
30,G2,1,2,80,13,notknown,Italian,f,guessed,German
31,G2,1,2,86,13,notknown,Italian,f,guessed,German
32,G2,1,2,82,13,notknown,Italian,f,guessed,German
33,G2,1,2,61,13,notknown,Italian,f,guessed,German
34,G2,1,2,87,13,notknown,Italian,f,guessed,German
35,G2,1,2,74,13,notknown,Italian,f,guessed,German
36,G2,1,2,0,13,notknown,Italian,f,guessed,German
37,G2,1,2,100,13,notknown,Italian,f,guessed,German
38,G2,1,2,74,13,notknown,Italian,f,guessed,German
39,G2,1,2,0,13,known_false,Italian,f,known,German
40,G2,1,2,80,13,notknown,Italian,f,guessed,German
41,G2,1,2,30,13,notknown,Italian,f,guessed,German
42,G2,1,2,81,13,notknown,Italian,f,guessed,German
43,G2,1,2,60,13,notknown,Italian,f,guessed,German
44,G2,1,2,100,13,notknown,Italian,f,guessed,German
45,G2,1,2,48,13,notknown,Italian,f,guessed,German
46,G2,1,2,85,13,notknown,Italian,f,guessed,German
47,G2,1,2,100,13,notknown,Italian,f,guessed,German
48,G2,1,2,92,13,notknown,Italian,f,guessed,German
49,G2,1,2,100,13,notknown,Italian,f,guessed,German
50,G3,1,3,66,13,notknown,English,f,guessed,German
51,G3,1,3,100,13,notknown,English,f,guessed,German
52,G3,1,3,65,13,notknown,English,f,guessed,German
53,G3,1,3,56,13,notknown,English,f,guessed,German
54,G3,1,3,65,13,notknown,English,f,guessed,German
55,G3,1,3,89,13,notknown,English,f,guessed,German
56,G3,1,3,100,13,notknown,English,f,guessed,German
58,G3,1,3,85,13,notknown,English,f,guessed,German
