Country,Year,Mono,One,Two,Three,Total,total_exposomes,sociopolitical,social_physical,GDP,Migration,number_leng_inst,number_stable_inst,distance,gender_equal_l,Polution_conc_inv,Eq,free_parties_l,inclu_suff_est,cred_elect_est,local_dem_est,n,Pop
Sweden,2011,8.2,31.6,29.7,30.5,91.8,0.78567488229906,0.731432107600651,0.857998581896938,574094112972.733,15.162381155937,2,0,21,0.88526323017351,0.89860905872718,0.790123456790123,0.456749385859517,0.813903487816532,0.793462766832088,0.861612789894467,42,9448073
Sweden,2013,6.28,37.32,30.5,25.9,93.72,0.796084282709819,0.737716998227077,0.873907328686809,586841821796.891,15.9649699531588,2,0,21,0.94755869945104,0.958113903893338,0.71604938271605,0.480838247290084,0.813903487816532,0.794513467907224,0.861612789894467,1362,9481000
Sweden,2015,4.36000000000001,43.04,31.3,21.3,95.64,0.785481024563946,0.71893276089067,0.87421204279498,505103781349.757,16.7675587503806,2,0,21,0.959349895627042,0.97192820806654,0.691358024691358,0.480838247290084,0.809842331581462,0.762164950552001,0.822885514139133,162,9525000
Sweden,2016,3.51666666666667,46.7166666666667,31.8,17.95,96.4666666666667,0.780043691401416,0.71893276089067,0.861524932082411,541018749769.097,16.7675587503806,2,0,21,0.888476950589474,0.980048462941711,0.71604938271605,0.480838247290084,0.809842331581462,0.762164950552001,0.822885514139133,42,9545000
Sweden,2019,3.75,48.35,32,15.85,96.2,0.773035390304849,0.70086722342891,0.869259612806101,533879529188.454,16.7675587503806,2,0,21,0.940462182332811,0.982131470900309,0.685185185185185,0.480838247290084,0.76923076923077,0.686623450532943,0.866776426661845,1184,9753000
Switzerland,2011,12.1,20.9,34.2,32.9,88,0.611132730821539,0.659838779772511,0.546191332220243,715888126682.396,27.0782615919657,3,5,28,0.493945528283135,0.607591431340556,0.537037037037037,0.456749385859517,0.851887243191591,0.544753256358795,0.78596523368014,1306,7851000
Switzerland,2013,10.58,20.42,34.72,34.34,89.48,0.628778047658607,0.677075975714684,0.564380810250504,706234937370.968,28.232473566981,3,5,28,0.536200523898343,0.669287585865513,0.487654320987654,0.480838247290084,0.851887243191591,0.589613178696921,0.78596523368014,49,8120000
Switzerland,2016,8.3,19.7,35.5,36.5,91.7,0.588084828450292,0.580293266325754,0.598473577949677,695200833086.499,29.3866855419963,3,5,28,0.530847647900476,0.789264443973245,0.475308641975309,0.480838247290084,0.835403726708075,0.551448630301773,0.453482461003083,33,8344000
Switzerland,2017,8.3,19.7,35.5,36.5,91.7,0.613892037126547,0.629238309272155,0.593430340932404,721369112726.724,29.3866855419963,3,5,28,0.598162130030467,0.787067164371683,0.395061728395062,0.480838247290084,0.830864787386528,0.531562147614488,0.673688054797519,1179,8416000
Switzerland,2015,9.06,19.94,35.24,35.78,90.96,0.631247208523444,0.660143250282132,0.592719152845193,694118186379.628,29.3866855419963,3,5,28,0.568473789489118,0.709683669046461,0.5,0.480838247290084,0.835403726708075,0.538365793450229,0.78596523368014,67,8300000
Austria,2017,13.4333333333333,50.1666666666667,23.5166666666667,12.9666666666667,86.65,0.632453993911947,0.630783885407954,0.634680805250606,417261151844.977,17.465726250517,2,4,31,0.551164626596747,0.692383961994576,0.660493827160494,0.480838247290084,0.768514094601051,0.600995668603022,0.672787531137658,36,8772865
Austria,2015,15.42,49.78,22.42,12.48,84.68,0.607060203159468,0.642925171296124,0.559240245643925,381971148530.543,17.465726250517,2,4,31,0.43762701017644,0.628982615644225,0.611111111111111,0.480838247290084,0.839703774486383,0.578371132270373,0.672787531137658,123,8584926
